TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
108,Training,16,Who did not do it?,felt,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,1498,0.820690508,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
109,Training,51,Tom glanced at the fox with the jewel,glanced at,fox,jewel,Sentence,1,ModControl,3,tomfoxjewel_nopauses.mp3,tomfoxjewelmodright.png,tomfoxjewelinstleft.png,tomfoxjewelmodright.png,tomfoxjewelinstleft.png,1,mod,inst,R,L,559,2591,0.83021475,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxjewel_nopauses.mp3?raw=true
110,Training,51,Who did not do it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,0.83021475,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
111,Training,56,Kate glanced at the girl with the crystal,glanced at,girl,crystal,Sentence,1,ModControl,8,kategirlcrystal_nopauses.mp3,kategirlcrystalmodleft.png,kategirlcrystalinstright.png,kategirlcrystalinstright.png,kategirlcrystalmodleft.png,2,inst,mod,L,R,428,2749,0.834998941,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlcrystal_nopauses.mp3?raw=true
112,Training,56,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.834998941,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
113,Training,25,Tom moved the dolphin with the watering can,moved,dolphin,watering can,Sentence,1,ModControl,1,tomdolphinwateringcan_nopauses.mp3,tomdolphinwateringcanmodright.png,tomdolphinwateringcaninstleft.png,tomdolphinwateringcanmodright.png,tomdolphinwateringcaninstleft.png,1,mod,inst,R,L,487,2883,0.857044623,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinwateringcan_nopauses.mp3?raw=true
114,Training,25,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.857044623,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
115,Training,53,Tom glanced at the frog with the jewel,glanced at,frog,jewel,Sentence,1,ModControl,5,tomfrogjewel_nopauses.mp3,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,1,mod,inst,R,L,594,2626,0.857212666,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogjewel_nopauses.mp3?raw=true
116,Training,53,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.857212666,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
117,Training,28,Kate moved the lion with the watering can,moved,lion,watering can,Sentence,1,ModControl,4,katelionwateringcan_nopauses.mp3,katelionwateringcanmodleft.png,katelionwateringcaninstright.png,katelionwateringcaninstright.png,katelionwateringcanmodleft.png,2,inst,mod,L,R,381,2921,0.860717524,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionwateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionwateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katelionwateringcan_nopauses.mp3?raw=true
118,Training,28,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.860717524,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
119,Training,39,Tom chose the fox with the tape,chose,fox,tape,Sentence,1,ModControl,3,tomfoxtape_nopauses.mp3,tomfoxtapemodleft.png,tomfoxtapeinstright.png,tomfoxtapeinstright.png,tomfoxtapemodleft.png,2,inst,mod,L,R,506,2282,0.861065441,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxtapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxtapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxtape_nopauses.mp3?raw=true
120,Training,39,Who did it?,chose,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.861065441,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
121,Training,27,Tom moved the fox with the watering can,moved,fox,watering can,Sentence,1,ModControl,3,tomfoxwateringcan_nopauses.mp3,tomfoxwateringcanmodright.png,tomfoxwateringcaninstleft.png,tomfoxwateringcanmodright.png,tomfoxwateringcaninstleft.png,1,mod,inst,R,L,475,2924,0.862099436,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxwateringcan_nopauses.mp3?raw=true
122,Training,27,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.862099436,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
123,Training,29,Tom moved the frog with the watering can,moved,frog,watering can,Sentence,1,ModControl,5,tomfrogwateringcan_nopauses.mp3,tomfrogwateringcanmodright.png,tomfrogwateringcaninstleft.png,tomfrogwateringcanmodright.png,tomfrogwateringcaninstleft.png,1,mod,inst,R,L,477,2986,0.86407127,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogwateringcan_nopauses.mp3?raw=true
124,Training,29,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.86407127,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
125,Training,52,Kate glanced at the lion with the jewel,glanced at,lion,jewel,Sentence,1,ModControl,4,katelionjewel_nopauses.mp3,katelionjewelmodleft.png,katelionjewelinstright.png,katelionjewelinstright.png,katelionjewelmodleft.png,2,inst,mod,L,R,392,2710,0.871672858,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionjewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionjewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katelionjewel_nopauses.mp3?raw=true
126,Training,52,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.871672858,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
127,Training,50,Kate glanced at the cow with the jewel,glanced at,cow,jewel,Sentence,1,ModControl,2,katecowjewel_nopauses.mp3,katecowjewelmodleft.png,katecowjewelinstright.png,katecowjewelinstright.png,katecowjewelmodleft.png,2,inst,mod,L,R,408,2694,0.89586364,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowjewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowjewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowjewel_nopauses.mp3?raw=true
128,Training,50,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.89586364,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
129,Training,32,Kate moved the girl with the pan,moved,girl,pan,Sentence,1,ModControl,8,kategirlpan_nopauses.mp3,kategirlpanmodleft.png,kategirlpaninstright.png,kategirlpaninstright.png,kategirlpanmodleft.png,2,inst,mod,L,R,391,2329,0.901097708,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlpaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlpanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlpan_nopauses.mp3?raw=true
130,Training,32,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.901097708,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
131,Training,9,Tom located the whale with the feather,located,whale,feather,Sentence,1,ModControl,9,tomwhalefeather_nopauses.mp3,tomwhalefeathermodright.png,tomwhalefeatherinstleft.png,tomwhalefeathermodright.png,tomwhalefeatherinstleft.png,1,mod,inst,R,L,551,2683,0.917061221,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalefeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalefeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalefeather_nopauses.mp3?raw=true
132,Training,9,Who did not do it?,located,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,0.917061221,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
133,Training,40,Kate chose the lion with the tape,chose,lion,tape,Sentence,1,ModControl,4,kateliontape_nopauses.mp3,kateliontapemodright.png,kateliontapeinstleft.png,kateliontapemodright.png,kateliontapeinstleft.png,1,mod,inst,R,L,341,2044,0.919294126,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliontapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliontapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateliontape_nopauses.mp3?raw=true
134,Training,40,Who did it?,chose,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.919294126,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
135,Training,31,Tom moved the pig with the pan,moved,pig,pan,Sentence,1,ModControl,7,tompigpan_nopauses.mp3,tompigpanmodright.png,tompigpaninstleft.png,tompigpanmodright.png,tompigpaninstleft.png,1,mod,inst,R,L,507,2409,0.943332848,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigpanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigpaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigpan_nopauses.mp3?raw=true
136,Training,31,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.943332848,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
137,Training,15,Tom felt the fox with the leaf,felt,fox,leaf,Sentence,1,ModControl,3,tomfoxleaf_nopauses.mp3,tomfoxleafmodleft.png,tomfoxleafinstright.png,tomfoxleafinstright.png,tomfoxleafmodleft.png,2,inst,mod,L,R,538,1964,0.957919404,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxleafinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxleafmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxleaf_nopauses.mp3?raw=true
138,Training,15,Who did it?,felt,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.957919404,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
139,Training,42,Kate chose the turtle with the tape,chose,turtle,tape,Sentence,1,ModControl,6,kateturtletape_nopauses.mp3,kateturtletapemodright.png,kateturtletapeinstleft.png,kateturtletapemodright.png,kateturtletapeinstleft.png,1,mod,inst,R,L,367,2167,0.983206799,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtletapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtletapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtletape_nopauses.mp3?raw=true
140,Training,42,Who did it?,chose,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.983206799,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
141,Training,45,Tom chose the whale with the sticky note,chose,whale,sticky note,Sentence,1,ModControl,9,tomwhalestickynote_nopauses.mp3,tomwhalestickynotemodleft.png,tomwhalestickynoteinstright.png,tomwhalestickynoteinstright.png,tomwhalestickynotemodleft.png,2,inst,mod,L,R,571,2520,0.986332781,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalestickynoteinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalestickynotemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalestickynote_nopauses.mp3?raw=true
142,Training,45,Who did not do it?,chose,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,0.986332781,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
143,Training,60,Kate glanced at the hawk with the crystal,glanced at,hawk,crystal,Sentence,1,ModControl,12,katehawkcrystal_nopauses.mp3,katehawkcrystalmodleft.png,katehawkcrystalinstright.png,katehawkcrystalinstright.png,katehawkcrystalmodleft.png,2,inst,mod,L,R,381,2714,0.998178259,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkcrystal_nopauses.mp3?raw=true
144,Training,60,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.998178259,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true